	mutant	strain	phenotype	date	scope	videoname	img_folder	processed	error
854	Ntr-C	MXAN_4983	Variable	01.27.14	mic2	Ntr-C activators--MXAN_4983--MXAN_4983-mic2-01.27.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_4983/MXAN_4983-mic2-01.27.14	True	0
855	Ntr-C	MXAN_4983	Variable	08.01.13	mic2	Ntr-C activators--MXAN_4983--MXAN_4983-mic2-08.01.13	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_4983/MXAN_4983-mic2-08.01.13	True	0
856	Ntr-C	MXAN_4983	Variable	10.01.13	mic3	Ntr-C activators--MXAN_4983--MXAN_4983-mic3-10.1.13	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_4983/MXAN_4983-mic3-10.1.13	True	0
857	Ntr-C	MXAN_4983	Variable	02.28.12	mic3	Ntr-C activators--MXAN_4983--MXAN_4983-mic3-2.28.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_4983/MXAN_4983-mic3-2.28.12	True	0
858	Ntr-C	MXAN_4983	Variable	01.27.14	mic4	Ntr-C activators--MXAN_4983--MXAN_4983-mic4-01.27.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_4983/MXAN_4983-mic4-01.27.14	True	0
859	Ntr-C	MXAN_4983	Variable	08.01.13	mic4	Ntr-C activators--MXAN_4983--MXAN_4983-mic4-08.01.13	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_4983/MXAN_4983-mic4-08.01.13	True	0
860	Ntr-C	MXAN_4983	Variable	01.27.14	mic5	Ntr-C activators--MXAN_4983--MXAN_4983-mic5-01.27.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_4983/MXAN_4983-mic5-01.27.14	True	0
861	Ntr-C	MXAN_4983	Variable	01.29.14	mic5	Ntr-C activators--MXAN_4983--MXAN_4983-mic5-01.29.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_4983/MXAN_4983-mic5-01.29.14	True	0
862	Ntr-C	MXAN_4983	Variable	10.01.13	mic6	Ntr-C activators--MXAN_4983--MXAN_4983-mic6-10.1.13	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_4983/MXAN_4983-mic6-10.1.13	True	0
863	Ntr-C	MXAN_4983	Variable	01.29.14	mic7	Ntr-C activators--MXAN_4983--MXAN_4983-mic7-01.29.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_4983/MXAN_4983-mic7-01.29.14	True	0
864	Ntr-C	MXAN_4983	Variable	08.01.13	mic7	Ntr-C activators--MXAN_4983--MXAN_4983-mic7-08.01.13	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_4983/MXAN_4983-mic7-08.01.13	True	0
865	Ntr-C	MXAN_4983	Variable	01.29.14	mic8	Ntr-C activators--MXAN_4983--MXAN_4983-mic8-01.29.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_4983/MXAN_4983-mic8-01.29.14	True	0
866	Ntr-C	MXAN_4983	Variable	10.01.13	mic8	Ntr-C activators--MXAN_4983--MXAN_4983-mic8-10.1.13	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_4983/MXAN_4983-mic8-10.1.13	True	0
867	Ntr-C	MXAN_4983	Variable	02.28.12	mic8	Ntr-C activators--MXAN_4983--MXAN_4983-mic8-2.28.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_4983/MXAN_4983-mic8-2.28.12	True	0
868	Ntr-C	MXAN_4983	Variable			Ntr-C activators--MXAN_4983--test	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_4983/test	True	0
869	Ntr-C	MXAN_5041	Abnormal aggregates	10.27.11	mic1	Ntr-C activators--MXAN_5041--MXAN_5041-mic1-10.27.11	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5041/MXAN_5041-mic1-10.27.11	True	0
870	Ntr-C	MXAN_5041	Abnormal aggregates	02.14.12	mic4	Ntr-C activators--MXAN_5041--MXAN_5041-mic4-2.14.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5041/MXAN_5041-mic4-2.14.12	True	0
871	Ntr-C	MXAN_5041	Abnormal aggregates	10.27.11	mic5	Ntr-C activators--MXAN_5041--MXAN_5041-mic5-10.27.11	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5041/MXAN_5041-mic5-10.27.11	True	0
872	Ntr-C	MXAN_5041	Abnormal aggregates	02.14.12	mic8	Ntr-C activators--MXAN_5041--MXAN_5041-mic8-2.14.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5041/MXAN_5041-mic8-2.14.12	True	0
873	Ntr-C	MXAN_5041	Abnormal aggregates			Ntr-C activators--MXAN_5041--test	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5041/test	True	0
874	Ntr-C	MXAN_5048	Variable	08.31.11	mic5	Ntr-C activators--MXAN_5048--AG_310-mic5-8.31.11-24h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5048/AG_310-mic5-8.31.11-24h	True	8
875	Ntr-C	MXAN_5048	Variable	01.27.14	mic3	Ntr-C activators--MXAN_5048--MXAN_5048-mic3-01.27.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5048/MXAN_5048-mic3-01.27.14	True	0
876	Ntr-C	MXAN_5048	Variable	01.27.14	mic6	Ntr-C activators--MXAN_5048--MXAN_5048-mic6-01.27.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5048/MXAN_5048-mic6-01.27.14	True	0
877	Ntr-C	MXAN_5048	Variable	01.27.14	mic8	Ntr-C activators--MXAN_5048--MXAN_5048-mic8-01.27.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5048/MXAN_5048-mic8-01.27.14	True	0
878	Ntr-C	MXAN_5048	Variable			Ntr-C activators--MXAN_5048--nla10-1%A-24h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5048/nla10-1%A-24h	True	4
879	Ntr-C	MXAN_5048	Variable	10.26.11	mic5	Ntr-C activators--MXAN_5048--nla10-mic5-10.26.11-24h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5048/nla10-mic5-10.26.11-24h	True	0
880	Ntr-C	MXAN_5048	Variable	10.26.11	mic7	Ntr-C activators--MXAN_5048--nla10-mic7-10.26.11-24h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5048/nla10-mic7-10.26.11-24h	True	0
881	Ntr-C	MXAN_5048	Variable			Ntr-C activators--MXAN_5048--test	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5048/test	True	0
882	Ntr-C	MXAN_5124	Fall apart			Ntr-C activators--MXAN_5124--image_1	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5124/image_1	True	0
883	Ntr-C	MXAN_5124	Fall apart			Ntr-C activators--MXAN_5124--image_3	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5124/image_3	True	0
884	Ntr-C	MXAN_5124	Fall apart			Ntr-C activators--MXAN_5124--image_6	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5124/image_6	True	0
885	Ntr-C	MXAN_5124	Fall apart			Ntr-C activators--MXAN_5124--MXAN_5124-image_8	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5124/MXAN_5124-image_8	True	0
886	Ntr-C	MXAN_5124	Fall apart	01.31.14	mic7	Ntr-C activators--MXAN_5124--MXAN_5124-mic7-01.31.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5124/MXAN_5124-mic7-01.31.14	True	0
887	Ntr-C	MXAN_5124	Fall apart			Ntr-C activators--MXAN_5124--test	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5124/test	True	0
888	Ntr-C	MXAN_5153	LWT	11.01.11	mic5	Ntr-C activators--MXAN_5153--MXAN_5153-mic5-11.01.11	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5153/MXAN_5153-mic5-11.01.11	True	0
889	Ntr-C	MXAN_5153	LWT	11.01.11	mic6	Ntr-C activators--MXAN_5153--MXAN_5153-mic6-11.01.11	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5153/MXAN_5153-mic6-11.01.11	True	0
890	Ntr-C	MXAN_5153	LWT			Ntr-C activators--MXAN_5153--plates--nla37-1%A-24h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5153/plates/nla37-1%A-24h	True	4
891	Ntr-C	MXAN_5153	LWT			Ntr-C activators--MXAN_5153--plates--nla37-1%A-48h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5153/plates/nla37-1%A-48h	True	4
892	Ntr-C	MXAN_5153	LWT			Ntr-C activators--MXAN_5153--plates--nla37-1%A-72h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5153/plates/nla37-1%A-72h	True	4
893	Ntr-C	MXAN_5153	LWT			Ntr-C activators--MXAN_5153--plates--nla37-1%A-7days	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5153/plates/nla37-1%A-7days	True	4
894	Ntr-C	MXAN_5153	LWT			Ntr-C activators--MXAN_5153--plates--nla37-1.5%A-7days	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5153/plates/nla37-1.5%A-7days	True	4
895	Ntr-C	MXAN_5153	LWT			Ntr-C activators--MXAN_5153--test	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5153/test	True	0
896	Ntr-C	MXAN_5680		05.22.12	mic3	Ntr-C activators--MXAN_5680-nla15--MXAN_5680(nla15)-mic3-5.22.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla15/MXAN_5680(nla15)-mic3-5.22.12	True	0
897	Ntr-C	MXAN_5680		05.22.12	mic6	Ntr-C activators--MXAN_5680-nla15--MXAN_5680(nla15)-mic6-5.22.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla15/MXAN_5680(nla15)-mic6-5.22.12	True	0
898	Ntr-C	MXAN_5680		05.22.12	mic8	Ntr-C activators--MXAN_5680-nla15--MXAN_5680(nla15)-mic8-5.22.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla15/MXAN_5680(nla15)-mic8-5.22.12	True	0
899	Ntr-C	MXAN_5680				Ntr-C activators--MXAN_5680-nla15--test	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla15/test	True	0
900	Ntr-C	MXAN_5680				Ntr-C activators--MXAN_5680-nla16--111	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/111	True	0
901	Ntr-C	MXAN_5680		09.24.11	mic1	Ntr-C activators--MXAN_5680-nla16--AG_316_mic1-9.24.11-4X	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/AG_316_mic1-9.24.11-4X	True	8
902	Ntr-C	MXAN_5680		09.24.11	mic5	Ntr-C activators--MXAN_5680-nla16--AG_316_mic5-9.24.11-4X	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/AG_316_mic5-9.24.11-4X	True	8
903	Ntr-C	MXAN_5680		09.24.11	mic7	Ntr-C activators--MXAN_5680-nla16--AG_316_mic7-9.24.11-2X	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/AG_316_mic7-9.24.11-2X	True	10
904	Ntr-C	MXAN_5680		09.24.11	mic8	Ntr-C activators--MXAN_5680-nla16--AG_316_nic8-9.24.11-4X	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/AG_316_nic8-9.24.11-4X	True	8
905	Ntr-C	MXAN_5680		02.09.12	mic1	Ntr-C activators--MXAN_5680-nla16--MXAN_5680(nla16)-mic1-2.9.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/MXAN_5680(nla16)-mic1-2.9.12	True	0
906	Ntr-C	MXAN_5680		02.09.12	mic3	Ntr-C activators--MXAN_5680-nla16--MXAN_5680(nla16)-mic3-2.9.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/MXAN_5680(nla16)-mic3-2.9.12	True	0
907	Ntr-C	MXAN_5680		06.15.12	mic5	Ntr-C activators--MXAN_5680-nla16--MXAN_5680-mic-5-06.15.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/MXAN_5680-mic-5-06.15.12	True	0
908	Ntr-C	MXAN_5680		06.15.12	mic6	Ntr-C activators--MXAN_5680-nla16--MXAN_5680-mic-6-06.15.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/MXAN_5680-mic-6-06.15.12	True	0
909	Ntr-C	MXAN_5680		06.15.12	mic7	Ntr-C activators--MXAN_5680-nla16--MXAN_5680-mic-7-06.15.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/MXAN_5680-mic-7-06.15.12	True	0
910	Ntr-C	MXAN_5680		01.31.14	mic4	Ntr-C activators--MXAN_5680-nla16--nla16-mic4-01.31.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/nla16-mic4-01.31.14	True	0
911	Ntr-C	MXAN_5680		01.31.14	mic6	Ntr-C activators--MXAN_5680-nla16--nla16-mic6-01.31.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/nla16-mic6-01.31.14	True	0
912	Ntr-C	MXAN_5680		01.31.14	mic8	Ntr-C activators--MXAN_5680-nla16--nla16-mic8-01.31.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/nla16-mic8-01.31.14	True	0
913	Ntr-C	MXAN_5680				Ntr-C activators--MXAN_5680-nla16--plate's pictures--AG_316_1%A-120h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/plate's pictures/AG_316_1%A-120h	True	12
914	Ntr-C	MXAN_5680				Ntr-C activators--MXAN_5680-nla16--plate's pictures--AG_316_1%A-24h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/plate's pictures/AG_316_1%A-24h	True	12
915	Ntr-C	MXAN_5680				Ntr-C activators--MXAN_5680-nla16--plate's pictures--AG_316_1%A-48h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/plate's pictures/AG_316_1%A-48h	True	12
916	Ntr-C	MXAN_5680				Ntr-C activators--MXAN_5680-nla16--plate's pictures--AG_316_1%A-72h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/plate's pictures/AG_316_1%A-72h	True	12
917	Ntr-C	MXAN_5680				Ntr-C activators--MXAN_5680-nla16--plate's pictures--AG_316_1%A-96h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/plate's pictures/AG_316_1%A-96h	True	12
918	Ntr-C	MXAN_5680				Ntr-C activators--MXAN_5680-nla16--plate's pictures--AG_316_1.5%A-120h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/plate's pictures/AG_316_1.5%A-120h	True	12
919	Ntr-C	MXAN_5680				Ntr-C activators--MXAN_5680-nla16--test	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5680-nla16/test	True	0
920	Ntr-C	MXAN_5777	Variable	10.02.13	mic2	Ntr-C activators--MXAN_5777--MXAN_5777-mic2-10.2.13	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5777/MXAN_5777-mic2-10.2.13	True	0
921	Ntr-C	MXAN_5777	Variable	02.10.12	mic3	Ntr-C activators--MXAN_5777--MXAN_5777-mic3-2.10.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5777/MXAN_5777-mic3-2.10.12	True	0
922	Ntr-C	MXAN_5777	Variable	10.02.13	mic4	Ntr-C activators--MXAN_5777--MXAN_5777-mic4-10.2.13	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5777/MXAN_5777-mic4-10.2.13	True	0
923	Ntr-C	MXAN_5777	Variable	10.02.13	mic5	Ntr-C activators--MXAN_5777--MXAN_5777-mic5-10.2.13	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5777/MXAN_5777-mic5-10.2.13	True	0
924	Ntr-C	MXAN_5777	Variable	10.02.13	mic7	Ntr-C activators--MXAN_5777--MXAN_5777-mic7-10.2.13	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5777/MXAN_5777-mic7-10.2.13	True	0
925	Ntr-C	MXAN_5777	Variable	02.10.12	mic8	Ntr-C activators--MXAN_5777--MXAN_5777-mic8-2.10.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5777/MXAN_5777-mic8-2.10.12	True	0
926	Ntr-C	MXAN_5777	Variable			Ntr-C activators--MXAN_5777--plates--nla23-1%A-24h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5777/plates/nla23-1%A-24h	True	4
927	Ntr-C	MXAN_5777	Variable			Ntr-C activators--MXAN_5777--plates--nla23-1%A-48h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5777/plates/nla23-1%A-48h	True	4
928	Ntr-C	MXAN_5777	Variable			Ntr-C activators--MXAN_5777--plates--nla23-1%A-6days	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5777/plates/nla23-1%A-6days	True	4
929	Ntr-C	MXAN_5777	Variable			Ntr-C activators--MXAN_5777--plates--nla23-1.5%A-6days	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5777/plates/nla23-1.5%A-6days	True	4
930	Ntr-C	MXAN_5777	Variable			Ntr-C activators--MXAN_5777--test	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5777/test	True	0
931	Ntr-C	MXAN_5853	Variable			Ntr-C activators--MXAN_5853	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5853	True	4
932	Ntr-C	MXAN_5853	Variable	01.29.14	mic3	Ntr-C activators--MXAN_5853--MXAN_5853-mic3-01.29.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5853/MXAN_5853-mic3-01.29.14	True	0
933	Ntr-C	MXAN_5853	Variable	01.30.14	mic3	Ntr-C activators--MXAN_5853--MXAN_5853-mic3-01.30.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5853/MXAN_5853-mic3-01.30.14	True	0
934	Ntr-C	MXAN_5853	Variable	02.07.12	mic3	Ntr-C activators--MXAN_5853--MXAN_5853-mic3-2.7.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5853/MXAN_5853-mic3-2.7.12	True	0
935	Ntr-C	MXAN_5853	Variable	02.07.12	mic5	Ntr-C activators--MXAN_5853--MXAN_5853-mic5-2.7.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5853/MXAN_5853-mic5-2.7.12	True	0
936	Ntr-C	MXAN_5853	Variable	01.29.14	mic6	Ntr-C activators--MXAN_5853--MXAN_5853-mic6-01.29.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5853/MXAN_5853-mic6-01.29.14	True	0
937	Ntr-C	MXAN_5853	Variable	01.30.14	mic6	Ntr-C activators--MXAN_5853--MXAN_5853-mic6-01.30.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5853/MXAN_5853-mic6-01.30.14	True	0
938	Ntr-C	MXAN_5853	Variable	02.07.12	mic6	Ntr-C activators--MXAN_5853--MXAN_5853-mic6-2.7.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5853/MXAN_5853-mic6-2.7.12	True	0
939	Ntr-C	MXAN_5853	Variable	06.24.11	mic7	Ntr-C activators--MXAN_5853--MXAN_5853-mic7-6.24.11-	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5853/MXAN_5853-mic7-6.24.11-	True	0
940	Ntr-C	MXAN_5853	Variable	01.30.14	mic8	Ntr-C activators--MXAN_5853--MXAN_5853-mic8-01.30.14	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5853/MXAN_5853-mic8-01.30.14	True	0
941	Ntr-C	MXAN_5853	Variable			Ntr-C activators--MXAN_5853--plates	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5853/plates	True	4
942	Ntr-C	MXAN_5853	Variable			Ntr-C activators--MXAN_5853--plates--nla1-1%A-120h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5853/plates/nla1-1%A-120h	True	4
943	Ntr-C	MXAN_5853	Variable			Ntr-C activators--MXAN_5853--plates--nla1-1%A-24h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5853/plates/nla1-1%A-24h	True	4
944	Ntr-C	MXAN_5853	Variable			Ntr-C activators--MXAN_5853--plates--nla1-1.5%A-120h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5853/plates/nla1-1.5%A-120h	True	4
945	Ntr-C	MXAN_5853	Variable			Ntr-C activators--MXAN_5853--test	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5853/test	True	0
946	Ntr-C	MXAN_5879	Fall apart			Ntr-C activators--MXAN_5879	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5879	True	4
947	Ntr-C	MXAN_5879	Fall apart	02.13.12	mic4	Ntr-C activators--MXAN_5879--MXAN_5879-mic4-2.13.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5879/MXAN_5879-mic4-2.13.12	True	0
948	Ntr-C	MXAN_5879	Fall apart	06.27.11	mic6	Ntr-C activators--MXAN_5879--MXAN_5879-mic6-6.27.11-2X	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5879/MXAN_5879-mic6-6.27.11-2X	True	2
949	Ntr-C	MXAN_5879	Fall apart	02.13.12	mic8	Ntr-C activators--MXAN_5879--MXAN_5879-mic8-2.13.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5879/MXAN_5879-mic8-2.13.12	True	0
950	Ntr-C	MXAN_5879	Fall apart			Ntr-C activators--MXAN_5879--Plate's picture--MXAN_5879-1%A-120h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5879/Plate's picture/MXAN_5879-1%A-120h	True	4
951	Ntr-C	MXAN_5879	Fall apart			Ntr-C activators--MXAN_5879--Plate's picture--MXAN_5879-1%A-48h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5879/Plate's picture/MXAN_5879-1%A-48h	True	4
952	Ntr-C	MXAN_5879	Fall apart			Ntr-C activators--MXAN_5879--Plate's picture--MXAN_5879-1%A-72h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5879/Plate's picture/MXAN_5879-1%A-72h	True	4
953	Ntr-C	MXAN_5879	Fall apart			Ntr-C activators--MXAN_5879--Plate's picture--MXAN_5879-1%A-96h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5879/Plate's picture/MXAN_5879-1%A-96h	True	4
954	Ntr-C	MXAN_5879	Fall apart			Ntr-C activators--MXAN_5879--Plate's picture--MXAN_5879-1.5%A-120h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5879/Plate's picture/MXAN_5879-1.5%A-120h	True	4
955	Ntr-C	MXAN_5879	Fall apart			Ntr-C activators--MXAN_5879--Plate's picture--MXAN_5879_1%A-24h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5879/Plate's picture/MXAN_5879_1%A-24h	True	4
956	Ntr-C	MXAN_5879	Fall apart			Ntr-C activators--MXAN_5879--test	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_5879/test	True	0
957	Ntr-C	MXAN_6426	No aggregation	09.05.11	mic1	Ntr-C activators--MXAN_6426--AG_311-1.5%A-mic1-9.5.11	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_6426/AG_311-1.5%A-mic1-9.5.11	True	8
958	Ntr-C	MXAN_6426	No aggregation	09.05.11	mic3	Ntr-C activators--MXAN_6426--AG_311-1.5%A-mic3-9.5.11	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_6426/AG_311-1.5%A-mic3-9.5.11	True	8
959	Ntr-C	MXAN_6426	No aggregation	09.05.11	mic8	Ntr-C activators--MXAN_6426--AG_311-1.5%A-mic8-9.5.11	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_6426/AG_311-1.5%A-mic8-9.5.11	True	8
960	Ntr-C	MXAN_6426	No aggregation	02.14.12	mic5	Ntr-C activators--MXAN_6426--MXAN_6426-mic5-2.14.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_6426/MXAN_6426-mic5-2.14.12	True	0
961	Ntr-C	MXAN_6426	No aggregation	02.14.12	mic6	Ntr-C activators--MXAN_6426--MXAN_6426-mic6-2.14.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_6426/MXAN_6426-mic6-2.14.12	True	0
962	Ntr-C	MXAN_6426	No aggregation	02.14.12	mic7	Ntr-C activators--MXAN_6426--MXAN_6426-mic7-2.14.12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_6426/MXAN_6426-mic7-2.14.12	True	0
963	Ntr-C	MXAN_6426	No aggregation			Ntr-C activators--MXAN_6426--test	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_6426/test	True	0
964	Ntr-C	MXAN_7143	Variable		mic4	Ntr-C activators--MXAN_7143--AG_332-mic4-2.20..12	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_7143/AG_332-mic4-2.20..12	True	8
965	Ntr-C	MXAN_7143	Variable	06.27.11	mic6	Ntr-C activators--MXAN_7143--AG_332-mic6-6.27.11	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_7143/AG_332-mic6-6.27.11	True	8
966	Ntr-C	MXAN_7143	Variable			Ntr-C activators--MXAN_7143--AG_332_TAN--AG_322-Tan-1%A-120h	/mnt/SeagateBackup_USB/Mutant_Movies/Ntr-C activators/MXAN_7143/AG_332_TAN/AG_322-Tan-1%A-120h	True	12
